Date,Demand,Unhedged,Hedged,Spot,Cost
2017-01-13 05:00:00,91.685333,49.685333,42,20.31399997,1860.582181
2017-01-13 06:00:00,93.117989,51.117989,42,20.902,1916.55019
2017-01-13 07:00:00,95.318148,53.318148,42,20.90200003,1962.882702
2017-01-13 08:00:00,92.244962,50.244962,42,20.90200005,1897.781648
2017-01-13 09:00:00,94.342354,52.342354,42,20.90200001,1942.379772
2017-01-13 10:00:00,92.56972,50.56972,42,20.90199998,1904.826864
2017-01-13 11:00:00,92.159904,50.159904,42,20.90199998,1896.174335
2017-01-13 12:00:00,89.270614,47.270614,42,20.90199998,1835.33881
2017-01-13 13:00:00,83.436784,41.436784,42,20.90199997,1712.459296
2017-01-13 14:00:00,88.539988,46.539988,42,20.90199998,1819.885893
2017-01-13 15:00:00,84.696451,42.696451,42,20.90199999,1738.987509
2017-01-13 16:00:00,91.891744,49.891744,42,20.90200004,1890.785707
2017-01-13 17:00:00,87.731873,45.731873,42,20.90199997,1802.850533
2017-01-13 18:00:00,84.175744,42.175744,42,20.90199997,1728.054993
2017-01-13 19:00:00,86.918213,44.918213,42,20.90200001,1785.862141
2017-01-13 20:00:00,85.074393,43.074393,42,20.90200002,1747.093824
2017-01-13 21:00:00,81.771964,39.771964,42,20.90199995,1677.765548
2017-01-13 22:00:00,78.252129,36.252129,42,20.90200004,1603.535652
2017-01-13 23:00:00,79.8879,37.8879,42,20.90200004,1638.156579
2017-01-14 00:00:00,77.551734,35.551734,42,20.90200004,1588.905875
2017-01-14 01:00:00,80.415784,38.415784,42,20.90200003,1648.692079
2017-01-14 02:00:00,78.538252,36.538252,42,20.90199998,1609.027579
2017-01-14 03:00:00,82.012206,40.012206,42,20.90200003,1682.45845
2017-01-14 04:00:00,78.546375,36.546375,42,20.90200002,1609.416711
2017-01-14 05:00:00,83.650417,41.650417,42,20.90200003,1716.717802
2017-01-14 06:00:00,79.447943,37.447943,42,20.29299997,1606.993066
2017-01-14 07:00:00,82.745029,40.745029,42,20.29299999,1674.838292
2017-01-14 08:00:00,83.148925,41.148925,42,20.293,1682.822528
2017-01-14 09:00:00,80.723312,38.723312,42,20.29300002,1633.643457
2017-01-14 10:00:00,77.384948,35.384948,42,20.29299993,1565.487514
2017-01-14 11:00:00,77.431919,35.431919,42,20.29299996,1566.391335
2017-01-14 12:00:00,70.555054,28.555054,42,20.29299997,1425.478086
2017-01-14 13:00:00,71.178325,29.178325,42,20.29299997,1438.670189
2017-01-14 14:00:00,69.656294,27.656294,42,20.29299986,1407.746274
2017-01-14 15:00:00,67.283426,25.283426,42,20.29300005,1358.707104
2017-01-14 16:00:00,70.805792,28.805792,42,20.29299999,1430.800626
2017-01-14 17:00:00,71.324301,29.324301,42,20.293,1441.279276
2017-01-14 18:00:00,64.530184,22.530184,42,20.29299994,1301.781537
2017-01-14 19:00:00,72.390962,30.390962,42,20.29300002,1463.297647
2017-01-14 20:00:00,69.413108,27.413108,42,20.29299991,1402.502083
2017-01-14 21:00:00,71.963558,29.963558,42,20.2930001,1454.687148
2017-01-14 22:00:00,70.948983,28.948983,42,20.293,1433.677076
2017-01-14 23:00:00,70.840294,28.840294,42,20.29299996,1431.37934
2017-01-15 00:00:00,70.909005,28.909005,42,20.29300006,1432.729651
2017-01-15 01:00:00,74.313327,32.313327,42,20.29299993,1502.781278
2017-01-15 02:00:00,71.586354,29.586354,42,20.29300007,1446.831943
2017-01-15 03:00:00,72.601449,30.601449,42,20.29300001,1467.911747
2017-01-15 04:00:00,74.860388,32.860388,42,20.29299996,1514.024391
2017-01-15 05:00:00,71.127984,29.127984,42,20.29299994,1437.439948
2017-01-15 06:00:00,74.819311,32.819311,42,20.31433331,1513.661458
2017-01-15 07:00:00,75.847696,33.847696,42,20.31433328,1534.530228
2017-01-15 08:00:00,75.428659,33.428659,42,20.3143334,1525.929659
2017-01-15 09:00:00,79.277215,37.277215,42,20.31433329,1605.013547
2017-01-15 10:00:00,72.106081,30.106081,42,20.31433324,1457.911703
2017-01-15 11:00:00,71.253348,29.253348,42,20.3143334,1440.047485
2017-01-15 12:00:00,71.573,29.573,42,20.31433323,1446.984205
2017-01-15 13:00:00,68.06144,26.06144,42,20.31433336,1374.960347
2017-01-15 14:00:00,67.033461,25.033461,42,20.31433331,1353.454459
2017-01-15 15:00:00,70.111257,28.111257,42,20.31433335,1416.45812
2017-01-15 16:00:00,68.597647,26.597647,42,20.3143333,1385.445367
2017-01-15 17:00:00,79.045894,37.045894,42,20.3143333,1599.979281
2017-01-15 18:00:00,75.654399,33.654399,42,20.31433341,1530.289046
2017-01-15 19:00:00,76.694238,34.694238,42,20.31433333,1551.73878
2017-01-15 20:00:00,80.345075,38.345075,42,20.31433332,1626.441664
2017-01-15 21:00:00,80.831869,38.831869,42,20.31433331,1636.719167
2017-01-15 22:00:00,84.104669,42.104669,42,20.31433337,1703.167683
2017-01-15 23:00:00,81.482255,39.482255,42,20.31433337,1649.570961
2017-01-16 00:00:00,85.688663,43.688663,42,20.31433335,1736.285968
2017-01-16 01:00:00,86.300819,44.300819,42,20.31433338,1747.81322
2017-01-16 02:00:00,85.434093,43.434093,42,20.31433338,1730.492538
2017-01-16 03:00:00,89.588753,47.588753,42,20.31433333,1815.629375
2017-01-16 04:00:00,94.514555,52.514555,42,20.31433334,1915.671807
2017-01-16 05:00:00,103.529912,61.529912,42,20.3143333,2100.099579
2017-01-16 06:00:00,110.762806,68.762806,42,20.48799997,2264.102988
2017-01-16 07:00:00,112.695093,70.695093,42,20.48799999,2304.136404
2017-01-16 08:00:00,106.926187,64.926187,42,20.488,2184.599316
2017-01-16 09:00:00,106.469741,64.469741,42,20.48799998,2175.622184
2017-01-16 10:00:00,104.29818,62.29818,42,20.48799999,2130.403492
2017-01-16 11:00:00,99.313195,57.313195,42,20.48800001,2027.212893
2017-01-16 12:00:00,98.524992,56.524992,42,20.48800002,2010.758806
2017-01-16 13:00:00,97.398049,55.398049,42,20.48800003,1987.000843
2017-01-16 14:00:00,93.846447,51.846447,42,20.48800001,1913.151171
2017-01-16 15:00:00,95.483672,53.483672,42,20.48800002,1947.147707
