process,non_linear,sigma,run,train_size,p_spot,p_m1,ridge,lasso,mlp_seo,rnn_seo,lstm_seo,dda_ml1,dda_ml2,mlp_ieo,rnn_ieo,lstm_ieo
mr,False,20,49,73,5.975179058824289,7.071230624252623,2.2292385728793813,2.2518725722814703,2.3281539050828037,2.2292385728793813,2.3188872024022156,2.152371277785027,2.290429490109202,2.2909433990399233,2.19519227574944,2.354672653471036
mr,False,20,50,25,5.445801093351717,5.075818607870489,3.1727403992486884,3.278406996718007,3.3967335953487816,5.224986669958842,4.720705099730482,3.271350127169991,2.1839325394241422,3.9272647103573304,4.1900625374262095,4.503235449067324
mr,False,20,50,73,5.445801093351732,5.075818607870505,1.0667254812566913,1.351357794508625,1.8328146644751127,0.8083585408776874,1.5773911457793994,1.524384587948069,1.524384587948069,1.2301113173298037,1.3178976255537003,1.2138856137535294
mr,False,20,51,25,6.419542626389818,6.773690700444238,2.46807763339036,2.3876103664781545,3.0730588215146044,2.310175284985102,2.4419388733513157,2.014455598324419,3.9464225447411474,1.7905562007552893,1.638773752124741,2.6931802671087297
mr,False,20,51,73,6.419542626389816,6.773690700444222,1.6556437787001048,1.8133339546852971,3.2738372360682715,2.484353718295636,3.053541915120538,1.699126866080207,3.783999866145977,3.376144975795039,2.0827202849074418,2.3599833918740933
mr,False,20,52,25,4.383553642569768,4.683681361133556,1.0794917902287475,1.30183098302319,1.9061451986990532,2.3778773030692077,1.5604713671655992,1.4072665926885106,2.409943980355512,2.68171492570868,2.614226816120487,2.9980270124271575
mr,False,20,52,73,4.383553642569768,4.683681361133556,1.6478161015844293,1.8989141804697074,2.069678562349856,2.1151944968980305,2.178900155438708,1.817512521722484,2.3020001245792185,2.0396144596593953,1.555307741920816,2.2817673751853755
mr,False,20,53,25,5.638351557558734,6.497794443925398,2.3800258177761098,1.7921877234337795,2.0974106862295243,2.1755627332637006,1.690202822344298,1.3584818349749128,2.715040701520381,3.6847436115808625,2.245841980902691,2.8470322559612633
mr,False,20,53,73,5.638351557558734,6.497794443925398,1.4147928415993807,1.3189606849901903,1.4147928415993807,1.3235054164296398,1.8092448164530701,1.483241951929194,3.2363829179633297,1.7380480019261475,2.059158658842712,1.8018185124150483
mr,False,20,54,25,6.023802059818069,6.369314253312067,1.9751881856283273,1.3778568114217076,1.9874066609501566,2.191445772165544,2.481137203756063,1.1631570062472527,1.8156029813917636,2.420654666117912,2.536546122006943,3.2896281985875415
mr,False,20,54,73,6.023802059818069,6.369314253312081,2.444528753285817,2.426011277963657,3.7650849854717867,2.3723207752063478,2.188089446810553,3.5827111249234433,3.5600852677430246,1.9725795373678343,1.7487073288484325,2.2988689647856013
mr,False,20,55,25,5.27349864671799,5.629637349833982,3.111563384107983,2.80287598005135,2.6835249901955334,1.7388677954126404,2.4497527785511584,1.671153957038591,1.2525127497290658,2.749596666964693,2.719431814949764,2.719431814949764
mr,False,20,55,73,5.273498646717961,5.629637349833967,1.396270146025429,1.4541736147973487,1.778929621429738,2.48864758147687,2.310010952781414,1.7747478195159951,2.9942022388437346,2.916459263987227,3.8482903748464943,3.953561670428303
mr,False,20,56,25,4.270728747227007,4.124829376586807,1.7479961607843282,1.6358566270236157,3.29059693336755,2.5491438083634987,2.3078538952214145,2.3750067100157044,2.3526738749913965,2.0539294393035745,2.402565440889409,2.737012112108532
mr,False,20,56,73,4.270728747226992,4.124829376586792,2.1745572498635304,1.6308091878897633,2.2094619332337913,2.3601407063059505,2.201260639329677,3.046129597619453,3.1286355969103474,3.1474191148240585,2.9660191636602846,2.8477007804607712
mr,False,20,57,25,6.238832399086136,5.117022736537224,1.9139839080489083,1.4673200349210747,2.6687023710204882,1.9079442650946736,4.109979100133463,3.0529443889774024,3.809637424527792,2.8681296452035836,3.1023242473110875,2.7650475568257784
mr,False,20,57,73,6.238832399086152,5.11702273653724,1.6702357691867304,1.4993985775561436,2.631021647709735,1.735657815267401,1.673357692229808,1.7339851504210555,1.7062898182070931,1.8904634245483296,1.6547198858148617,1.6547198858148617
mr,False,20,58,25,7.202366064766574,6.275465929642519,2.4525534545301384,2.720193459342041,2.436697567557917,3.7306397528507813,3.7923516229463576,4.040470419828022,2.627294309490503,6.02123662079686,6.065251176761692,5.439967716200762
mr,False,20,58,73,7.202366064766574,6.275465929642504,2.2094240190961307,2.0493091857983985,3.6317076251164884,2.874617878029705,3.7014804571528837,1.972287613225996,3.4900246195515536,2.657274645784573,1.974490371085865,3.1092935789425855
mr,False,20,59,25,4.625628772741418,6.478176224801184,2.7171695710172132,2.0987486870964247,3.188972374950826,3.1324746252239244,3.3931575234696547,2.449509344733353,2.6374837073495456,3.983290403490776,4.047706905504698,4.430462909401644
mr,False,20,59,73,4.625628772741401,6.478176224801167,2.4440329702457277,2.4440329702457277,2.3399443244614653,3.2475482943244613,2.434077996967399,3.271048090356585,3.271048090356585,3.899764605798965,3.044301918632042,3.044301918632042
mr,False,20,60,25,6.984470117266412,6.172961970525629,1.816746488183226,3.7339381277142687,2.5473996778135977,2.6139336779161626,3.459031750065288,2.9867964992371836,4.080523206265713,1.9130191760967454,3.1070792355973613,3.006121656967783
mr,False,20,60,73,6.9844701172663965,6.172961970525613,1.150342484719554,0.8359475690450029,2.249443081031533,1.1175325461441359,1.3070609117599488,2.277274989987143,3.121788817644272,1.8005552679501249,1.5032731772699073,1.6441185396143476
mr,False,20,61,25,6.362867326726321,8.276550155211902,2.573969647605244,1.3313461479180744,2.294654795280394,3.10806317970843,3.495636433174279,2.562553013667342,2.5488346350796425,4.965656413267205,2.743585399058192,3.71983477647049
mr,False,20,61,73,6.362867326726321,8.276550155211902,2.1374677201983734,2.2810927385958024,2.7661761433444907,2.203833345766137,2.48503333794334,3.1263955323886186,3.1263955323886186,3.7676817078145097,2.1837186130796726,2.782782474761196
mr,False,20,62,25,6.330654088634569,7.653552135553683,4.027903865715357,3.585973473258623,3.9811797594381795,3.3295554796424494,3.566561382259788,2.3414309695397053,3.8099489081232294,5.5500646575404256,4.3602067164769736,5.010924814078996
mr,False,20,62,73,6.330654088634552,7.653552135553666,2.7599679121288383,3.000624528992576,3.6750223341945754,3.3994530790144166,3.308003699197611,3.0846890726008946,2.1354467630093117,3.6414641632214426,3.239438818822819,2.565880506485153
mr,False,20,63,25,5.0782831087721965,6.915535254335229,1.6507712762159752,1.9433779254297008,2.1326044557344344,2.0086074088667436,3.1347591592662956,2.38535598368071,2.314185564183139,3.1803030179327165,2.335663809645614,3.574101740379026
mr,False,20,63,73,5.0782831087721805,6.915535254335213,2.173250046741387,2.238508668546637,2.9288200469290664,2.123314667946812,2.777460637522309,1.7726422876336154,1.7726422876336154,1.8539576858382503,2.181088021083031,1.9893810905452138
mr,False,20,64,25,5.919643153183237,4.871562388740186,0.7511503483863218,0.7660739076098243,1.543348794544122,1.7026739801055801,1.9476325228375195,0.5237464932560917,0.9941699671945924,2.1411303951503733,2.1066117021333306,3.0580065278625246
mr,False,20,64,73,5.919643153183237,4.871562388740186,1.419634015217916,1.9776971937269265,1.9718000163114733,0.9060788283495778,2.0624252239375718,0.5237464932560917,1.9776971937269265,1.260410379251083,0.5902253633261795,0.9661956501074751
mr,False,20,65,25,6.499574791263944,5.479234869746287,2.3438857353336204,2.824407657224217,3.3301043513123583,3.2793468176171037,4.050892679112791,1.7090473073277361,2.0589637539287717,3.168056122805484,2.5155764623064187,2.5155764623064187
mr,False,20,65,73,6.499574791263944,5.479234869746287,1.7841407552575552,2.191495032257753,1.558373519844484,1.238048025452666,1.7776720529295682,2.731383276642413,2.1763707446060843,2.129141134462324,1.6683416447042563,2.16542776488587
mr,False,20,66,25,6.362842910510534,5.528585856316298,1.298606189508575,1.298606189508575,1.5959085918014517,1.2353078956629207,1.8291958409570381,2.5547795840793133,2.2000024867034007,2.3146036922824567,2.4521204077770964,2.691360646439889
mr,False,20,66,73,6.362842910510534,5.528585856316298,0.4738092029709213,0.7370754294256782,1.2914545624775426,0.8639103243076426,0.647793966376965,2.0504253620093045,1.6348491736190647,1.2283462133386647,1.2592680963004843,1.2560504365547436
mr,False,20,67,25,5.115865891306115,5.850022560781818,3.185860938601636,2.4882253997016415,3.046478541877055,2.815342957303504,4.393363802254042,2.774869848668848,4.0891764754589115,2.3084329767509626,3.3962965632070636,3.496805610490429
mr,False,20,67,73,5.115865891306115,5.850022560781818,1.5894333199613788,1.945395441044502,1.7739972363205636,1.458275473508187,2.095050091869185,2.625594424484724,2.6705583958693717,1.6314163578003675,3.016013201253578,1.558075565124828
mr,False,20,68,25,6.051909191204397,5.644644878794499,1.8400567032169344,1.5355757809456405,1.8154851618240049,1.8405796982341263,1.8084096777094414,1.0745849031385737,2.5766067014315173,2.3459508909408733,3.142164139971452,4.629750542190317
mr,False,20,68,73,6.051909191204413,5.644644878794515,1.7262655070621211,1.1652757451704108,1.4844132155890506,1.9104148644853012,1.6577416815673027,2.097817627650092,1.794220799152902,1.6415773436439178,1.710939995430219,1.1135812989527827
mr,False,20,69,25,5.717574371241349,5.986032515928432,3.720407575680878,3.355546386112819,3.5810808575408255,4.040539909376558,4.0171952053432145,4.56431092558837,3.4811669274146113,4.093116729150494,4.112777467220463,4.766330298496572
mr,False,20,69,73,5.717574371241376,5.986032515928418,2.1681439325816747,2.1681439325816747,2.7018463122862753,2.3224470209251074,2.6364657781562717,2.0132695245675407,3.868558013987765,2.225233187489859,2.329364625862649,2.700308926593862
mr,False,20,70,25,6.0583157721614755,4.3950620905375475,0.9376779737321959,0.9376779737321959,1.177643004037112,1.382337739041836,1.764964310048632,1.562787052477898,1.853575353792782,3.5596234881477575,2.483818758021952,3.3300354335009343
mr,False,20,70,73,6.0583157721614755,4.395062090537518,1.1120010876352373,0.9376779737321959,1.3946763657264705,1.7016336923911757,2.344599887281785,1.8339415187192798,1.742632864748222,2.5288321121258877,2.3269493128446372,2.664993864447722
mr,False,20,71,25,5.6839834923748604,5.786500263131052,2.9354424763819895,3.094590479333671,3.1359462410250316,3.1359462410250316,3.1359462410250316,4.3597898030448325,4.2832386532891435,2.922758226863092,3.380957431840719,3.7872391713109543
mr,False,20,71,73,5.6839834923748604,5.786500263131052,2.5389620294876667,2.2542737735936234,2.514544496794768,2.128742552894834,2.9922185661454916,4.2409620337658875,2.4312564981709315,2.1187350737230983,2.6850783789270563,2.284156596164116
mr,False,20,72,25,6.646432192161851,5.714795379969294,2.2998686681687452,1.464719650241406,3.2184726739380394,3.164724169371235,3.1067913957924547,2.867391588587825,2.2113712095564986,3.908228404546837,4.7258584868445395,4.209672886861019
mr,False,20,72,73,6.646432192161819,5.714795379969262,1.8258376697466463,1.464719650241375,2.0519077220342026,1.633929914622246,1.9915643754924124,1.6219074244647371,1.3197774193120244,1.7578915268489697,1.856087151462854,1.856087151462854
mr,False,20,73,25,5.576642480862824,6.314823833653045,2.447952433079458,1.8876546801309697,2.821234332287842,1.7541047039622715,2.888800993966084,2.022052408478418,2.5910522703620447,2.241611033231314,1.815617565690756,2.7752372360438695
mr,False,20,73,73,5.576642480862852,6.314823833653045,1.9230956039813476,2.3331534414231427,2.02790118595892,1.8608140127704655,2.125401670929233,3.065192763469912,3.2798615188013627,3.146907993471644,1.9853871856454874,1.9853871856454874
mr,False,20,74,25,4.742081057358215,4.6491771543518885,2.8730328592052548,2.2928423813172762,2.5678723006770703,2.027491134763868,3.021145392186657,2.3303550630028638,2.6767193494325663,3.1405314366924855,2.32059619241536,3.2613691301961163
mr,False,20,74,73,4.742081057358229,4.6491771543518885,1.7051180927622211,2.3439204795577178,1.8524094113419365,2.053840433023831,1.9613580364357515,3.063816650407266,2.6767193494325663,3.152352473910036,3.1228460002105902,3.1228460002105902
mr,False,20,75,25,7.058439493748417,6.274402368650884,4.488667988537219,4.488667988537219,4.488667988537219,4.370582840986762,4.726487104370775,4.331160701488667,4.331160701488667,3.682571347078276,4.104584865647856,3.353085772406765
mr,False,20,75,73,7.0584394937484,6.274402368650901,2.774078987385538,3.48550375086964,2.824145569927712,2.774078987385538,2.8238612851358016,3.0594419063677205,3.577245960027739,4.011665105803065,3.9459105349441304,4.360432236932834
mr,False,20,76,25,7.3613842664716795,6.573666645930312,5.046403604832366,5.2959497740704835,4.623547423631123,4.011464957988134,4.46824482110157,5.8598984885536485,4.973310505995544,5.5131079337527655,3.7612679472124375,3.6360524435118244
mr,False,20,76,73,7.3613842664716795,6.573666645930312,1.6825325832656983,2.155515909931727,2.3854865245409522,1.6825325832656983,4.0538476928061025,3.8640076252806814,5.54725408958385,3.357802076778407,2.0784818044279048,2.9200160520013547
mr,False,20,77,25,7.19220631946514,7.583697319016043,2.9227194265054806,3.133491848571051,2.3715154877320823,2.385613170194719,4.973901482119054,2.405386656442639,3.2932911425697875,3.8295670378504356,4.898139956478445,6.486308750264193
mr,False,20,77,73,7.192206319465175,7.583697319016045,1.4364039340200794,2.3960543371168677,3.3990271938588834,2.2302922288494926,3.3010437696458785,2.614817939573742,1.7909890863282203,1.7309906160474269,1.8245950201414989,2.137666337336813
mr,False,20,78,25,5.073544928959918,4.742819035499858,2.0074646163559824,3.7539981368661226,2.1090650191650657,1.4878814056686462,1.6086922496664466,3.4165147638764735,3.4165147638764735,2.6612409274704434,2.456566496621422,1.5731691210189105
mr,False,20,78,73,5.073544928959888,4.742819035499828,0.8580297827598022,2.273263574427355,1.487255502025965,1.6712239469739427,0.9707294131023139,0.915911931261125,2.157999757617162,0.8512304256127695,1.6989751415991596,1.3603266728697618
mr,False,20,79,25,6.420407819736054,5.15923165299309,2.2833706537107368,1.4515858847772412,2.2141968578986173,2.2328925869968255,3.167958871958745,2.914809237783405,2.914809237783405,3.9374134090100017,3.6209427069487132,4.2042977203324625
mr,False,20,79,73,6.42040781973604,5.159231652993106,1.4351523266108812,1.1714894593089624,1.5254033541922858,2.112087412502095,1.8568325571140316,1.641245416929353,1.4138181023484544,1.6959771269193544,1.4608428655723549,1.4608428655723549
mr,False,20,80,25,6.326536316005563,7.354309850139396,1.7564169744391673,1.7564169744391673,2.335989143358151,1.7564169744391673,2.977547647983274,3.373683184105091,3.641717962662934,4.8998697401843785,2.684358549522014,3.30607578724861
mr,False,20,80,73,6.326536316005563,7.354309850139396,1.4669721253193633,1.6286426371542022,2.533008227576249,2.179825679490009,2.8092111188668474,3.162529965799845,3.162529965799845,1.985753638773487,1.8022930659668104,1.83084904406436
mr,False,20,81,25,6.170373458733548,6.3483465072950755,2.0068134245342213,1.7747791651727902,2.0821916647316887,2.3597099279799227,1.7264612186164194,2.231313688011563,2.6771775966762,1.929706861979689,1.9541215009930637,3.014131250035535
mr,False,20,81,73,6.170373458733565,6.348346507295109,1.9847672011017967,1.549115758023931,1.7701410035582184,1.8022496702304842,1.975227791696029,1.8193292639679246,1.3670181952172182,1.6792963899384912,1.6194973455807598,1.5495433777597707
mr,False,20,82,25,7.9386687905477995,7.817369558722713,2.9023429145776265,3.0431162694999325,2.990716882444014,2.5743429353459426,3.0281043054029357,3.349352259615463,3.674133054787432,3.489666279405565,3.910913223676397,5.103317591829739
mr,False,20,82,73,7.9386687905477995,7.817369558722713,2.7304406241647725,3.1339499359180256,3.320069234456931,3.192483709965474,3.398164625050195,3.3041596708268575,3.85514657852641,3.331486969264726,3.2686926712530253,3.866339055155996
mr,False,20,83,25,5.232907838229264,5.738444292282621,2.5864209767857194,2.3808211072051955,2.827781321217868,1.8095435313864643,2.3897784120024324,1.4776895783373194,1.8140393776834887,3.020394104837611,1.6053883583755122,2.4433611832910596
mr,False,20,83,73,5.232907838229264,5.738444292282621,1.9143659401716602,1.3267099357991252,1.763499902927445,1.0546611587733383,2.4701204273852566,1.2674103575595124,1.2674103575595124,1.1337196313691633,1.3008556991520541,1.804419198699691
mr,False,20,84,25,5.9133049576681564,5.705705382622613,1.1678772960460482,2.855678323907159,2.2801429105476965,1.1754037883830777,1.8109139764432662,2.3671174885601483,3.542926016167308,2.7446470221066552,3.936514768399978,3.793103592312609
mr,False,20,84,73,5.9133049576681564,5.705705382622613,2.1438765194906466,1.9661003498811254,3.4070106638156994,2.530398267888105,2.639248419765472,2.6986490408267065,2.0781858340459776,2.420561963837426,2.214276981186379,2.1778313746135156
mr,False,20,85,25,6.953377343984241,5.725191794155186,1.877126170316084,1.3107644998177737,1.2514672764859225,2.63765929483975,2.03969166797779,5.253619191245683,5.253619191245683,5.171294537106088,4.087959584890289,5.300434553001747
mr,False,20,85,73,6.953377343984241,5.725191794155186,0.907446154348599,1.1577914319085578,1.2946087871772296,0.8658931135229206,1.1838671605265731,2.112253108376529,2.6153959402561733,2.8228883567077774,2.1928312439563227,2.3173411132834785
mr,False,20,86,25,6.3642489904649935,7.449800441899755,2.344377270369503,2.966409486070328,2.5592883691086428,2.7882484251881627,2.487427076058588,1.1270511477367007,3.0923247448057243,5.988420599778159,4.884486260860993,5.1458378322377225
mr,False,20,86,73,6.3642489904649935,7.449800441899755,2.2508668175786237,2.966409486070328,2.452989094047138,2.0653780173320295,2.5152896813324332,2.076644110040709,2.027092858923875,2.427299374332701,1.8122874525109387,3.1199993715105743
mr,False,20,87,25,4.939366524075497,5.494704348244239,2.74040170160249,2.025222827997336,1.8048688493949472,2.1095820085392405,2.9052589069418087,1.7503952402704102,1.697154623216545,2.6368227503274646,2.6323263296193202,4.603692353514834
mr,False,20,87,73,4.939366524075483,5.494704348244225,1.770382567789273,1.774613750898377,2.105653074128157,1.9219229770613504,1.9705615098623293,1.6195608219171889,1.46471157377983,1.4414572345390513,1.7564042359319385,1.613739242397735
mr,False,20,88,25,5.674752248407096,5.697014978300722,4.9745700250055735,5.127142401432614,5.809501483481286,4.690233984671268,5.722525636168605,4.693067911891932,4.693067911891932,4.330481904373682,5.547994397110932,5.973482003412835
mr,False,20,88,73,5.67475224840708,5.697014978300706,2.5471124794568594,3.0782031363184594,3.893482627805956,2.3148672427391945,3.10282145404009,2.9519514659332264,2.9519514659332264,2.397541243935401,2.7891464474829246,2.8830371368650365
mr,False,20,89,25,5.080279750036558,5.2224017838751555,2.3531313555207323,2.344665312656033,2.6794595187826458,1.869432707743493,2.91729738594957,2.6370276293091433,3.514467212546412,3.295732346200824,2.5754806664507974,1.5647718136176367
mr,False,20,89,73,5.080279750036542,5.2224017838751555,3.108422930170734,2.3609158592403565,1.7463867096148598,1.94440977893735,1.4431697510482195,1.7167775953534445,3.514467212546412,1.8875284186105128,1.805805411484606,1.5606735698916394
mr,False,20,90,25,5.675389336914364,5.438580268766077,2.8549073142138037,1.9873915409896958,4.242198924433673,3.5886320699238814,4.559024341518978,3.964981142160312,1.9819517116488168,4.538859586364117,4.19255263207779,3.877841963601663
mr,False,20,90,73,5.675389336914364,5.438580268766077,2.47959497171945,3.0436964578366887,4.051157463224451,1.8712207580752593,2.5692000104307575,1.9073893909283146,2.33861582883315,1.8291437169060343,1.8534444482493921,2.4679329265971903
mr,False,20,91,25,4.274172386670038,4.7485602046130495,1.08200246987687,1.0557855166099348,2.4383974144055975,1.9936364611952866,2.015470144372279,4.254458337835165,4.085619592089874,3.316369682209155,3.116576545375701,3.197675385080132
mr,False,20,91,73,4.274172386670038,4.7485602046130495,1.6704741765776716,0.8764729638792699,1.5848347649450427,2.031359344297555,2.0418951264202434,1.0275313148610514,1.9676430666865925,2.275633045334921,2.3089608373664543,2.0418951264202434
mr,False,20,92,25,6.945675093888945,5.538774816970453,2.4590368450233413,1.2411562795503683,3.1183040956231487,2.639715089322953,3.605306471294968,1.614085691492949,1.614085691492949,2.122711364723028,3.782411743694575,4.602498529419245
mr,False,20,92,73,6.945675093888945,5.538774816970453,1.4878765687111128,1.4152088251171182,1.9407321699520566,1.9105377533983687,1.8912628284601287,1.6013154873448505,2.6766798089412287,1.8409624599725973,1.9054302855345921,2.1687924328712014
mr,False,20,93,25,5.444155984345366,5.29910286877521,1.7925496726864412,1.0504121294422173,2.199915302872289,1.7390024719230495,1.9884016949596814,3.7330138092816094,0.8768533405016815,1.4001568781936142,1.8098587307284568,1.9298174104789008
mr,False,20,93,73,5.444155984345366,5.29910286877521,1.7532788826921226,1.5349792942674383,1.794162389258392,1.170308755929448,1.7291228338595506,1.9583445181601433,2.119130962417032,1.946666778410025,1.9830593057322778,2.1886903335669516
mr,False,20,94,25,6.256207862084026,7.226638418006284,3.0418263028042216,2.958901887017357,2.4645020504557817,3.398299041056916,3.3248164060866827,2.92262348153112,2.92262348153112,3.948740885120799,3.9562678593617346,4.098924374158185
mr,False,20,94,73,6.256207862084026,7.226638418006284,1.745278560568362,1.7734018233954758,1.607096192607587,1.7639600425788584,1.7639600425788584,1.9613588181136576,2.8683568063244653,2.3825117906989695,1.3407362232634559,1.7974332111763296
mr,False,20,95,25,6.3703743194583256,6.727837637998105,2.7337118076057316,2.806525625657984,2.7523988437209463,2.300720744430803,2.4803496536926213,2.0735529248917803,2.4711982719642887,2.5264139090439266,2.953890549358908,2.8530491455604006
mr,False,20,95,73,6.3703743194583415,6.727837637998105,2.172609837314654,2.212588761265145,2.525066801079651,2.5248245044679045,2.212588761265145,2.0461801030154594,1.84189915802718,2.1827668474841047,1.7998584337801555,1.7442604274347895
mr,False,20,96,25,6.494093323501583,6.069847077627158,3.4998332752184336,3.3232741170831157,2.7203388811612244,2.4231738445208895,2.8769527235681296,5.3077466730808345,5.3077466730808345,3.908646582778725,3.8770118642057607,4.232311915625242
mr,False,20,96,73,6.494093323501568,6.069847077627112,2.902984622373234,2.3176645361914083,2.350552084890525,2.128135852992158,2.133495350438939,3.9122459376668925,2.663747280570721,2.522531286235456,1.965378995840942,1.9655543887791287
mr,False,20,97,25,3.9897472714732594,4.3349229735054315,1.126567865695302,1.1509910143930306,1.254138307143994,1.705415459014138,1.5366477215246772,2.5092520668853107,2.5108843488669317,1.9298059424763796,0.9711155306519966,1.3687635150271917
mr,False,20,97,73,3.9897472714732594,4.3349229735054315,1.3795578046670514,1.348447143548489,1.17473845380009,1.2754664999053804,1.510029045602285,2.1203215767483172,1.995960354943826,1.9678532777153728,1.6900343260335717,1.7231306257603667
mr,False,20,98,25,6.246495688424,5.063232398505101,3.2072622351239337,3.9229872225712796,2.9653559761073045,3.7958652578810237,3.5015985072306632,2.822433844557868,2.2602593692976534,2.672234065437836,2.7433066305892764,2.994546365870952
mr,False,20,98,73,6.246495688424,5.063232398505101,3.5540026370471054,4.207489736380996,3.3274461944258578,3.4721491466859433,3.3992885496652367,5.211276926956134,3.999963116134481,3.6008752438806644,3.5348762573876265,3.814545256569304
mr,False,20,99,25,7.602219002101665,6.607821795636686,2.359465365475535,2.2731734016056238,2.793205799532893,2.1458509274049034,2.123005032563813,6.495467352137624,3.5320959177528604,3.975110416669751,3.6223481933969746,3.8676599755060312
mr,False,20,99,73,7.602219002101665,6.607821795636686,1.2208966050711363,1.512934783239944,2.380635505780959,2.039382060627798,2.1284214462742304,2.4760354518332788,1.7697501440930807,0.921721197371699,0.26773967973872115,0.35677906538515314
mr,False,20,100,25,7.064761207731834,6.885927046890927,1.6840646543627633,2.1274814439998426,1.391314384575745,1.6587248880097893,1.4017176085554033,1.1052788778916587,1.8850894364265816,2.0791818604137244,2.787709251921597,2.9797794991864155
mr,False,20,100,73,7.064761207731834,6.885927046890927,1.4311052175573615,1.5913850592240777,1.0638639384392978,1.4029846338264544,1.2723367594029147,2.191447767200612,3.36134013612466,1.4963471607274474,1.6780421115613346,1.4925141942588636
mr,True,10,1,25,4.167930853775772,3.6574349032164575,1.5151276979128978,1.4517461551130648,0.09588033187644435,0.136302539319392,0.28455324703943535,1.17227707984553,2.4473339574497275,0.534500324885002,0.942261897738899,0.9547498311812511
mr,True,10,1,73,4.167930853775817,3.6574349032164895,1.7019040472553648,2.209291317903568,0.2582944971634773,0.2582944971634773,0.23384147364223068,1.4854035343301197,1.5301668593715847,0.23384147364223068,0.31128935938657704,0.23384147364223068
mr,True,10,2,25,4.842078406973114,4.60408442062983,2.147174400597453,2.037907387893982,0.9046581809184806,0.8069960384566554,1.2122348192330124,1.5562080675282146,1.5562080675282146,2.0474802326111137,0.7916142446681099,1.9888646216672536
mr,True,10,2,73,4.842078406973143,4.60408442062983,1.7296564440200348,2.037907387893982,0.5891998125012464,0.644587285416543,0.4296538157939553,0.97980430625001,1.5857402795147604,0.3335171943438176,0.2548519246272099,0.2548519246272099
mr,True,10,3,25,4.629879070482932,3.6751020158243426,1.980728475482299,1.9223737069883216,0.41463147525692595,0.33720564035217687,0.6641823036448544,2.5516154734406027,3.2524829333615113,1.3651082765931826,1.4924307500226406,1.9087711706447894
mr,True,10,3,73,4.629879070482932,3.6751020158243426,2.634173321487898,1.8381127745922532,0.4519851952047084,0.4012013765530777,0.2433596621076966,0.9306502087344191,3.0152440299514556,0.6610182464969585,0.309755540067839,0.309755540067839
mr,True,10,4,25,5.216782216318448,4.825362621381261,2.5665124791591643,2.5665124791591643,1.5531395813424693,2.0788382651992245,1.978455447274878,0.44415068125858037,1.8709126710969786,2.509404850021545,1.6570209095776378,2.3873746462968346
mr,True,10,4,73,5.216782216318462,4.825362621381261,1.9440098814018942,2.39730922651534,0.4307146669119691,0.5111656201790805,0.19448904018331206,1.1955306687147558,1.7218730531529405,0.5111656201790805,0.5111656201790805,0.5111656201790805
mr,True,10,5,25,3.9487275278229124,5.083515690900281,3.8122074746807018,3.276389326061807,0.6404739867274143,0.681477705387422,1.3233273498202847,3.0586615255236325,3.892535193920884,0.8825078780110266,0.7939302723026875,0.9476409182248572
mr,True,10,5,73,3.948727527822881,5.083515690900281,3.2460115941408083,3.432692417449226,0.6999859532006095,0.6640955426793879,0.4752701314264935,2.8719312217548074,3.12501458370307,0.7675774866105888,0.6212589580574863,0.6480918549361514
mr,True,10,6,25,4.635352596110295,5.609905315891604,2.5498146174712564,2.4363208795512006,0.6109229525554127,0.7204418229381787,0.9554342467782275,1.6179752574497726,3.070151309004687,1.1554928987503954,1.0598263210938015,1.4164531184877474
mr,True,10,6,73,4.635352596110327,5.609905315891637,2.157927678626942,2.4363208795512166,0.6786748376190361,0.6577728393129597,0.42590700186520947,1.3159028997961628,1.1719860360780732,0.6545860863183286,0.36917914275434727,0.7891201240148116
mr,True,10,7,25,2.9556423845217146,3.701241636503585,2.475981137131765,2.697593407502939,1.3670827162035992,1.14777032073884,1.3705407370323135,2.0747385638620774,2.425945089651213,1.4529412949436862,1.4231142047069725,1.7038327864488754
mr,True,10,7,73,2.955642384521745,3.701241636503615,2.66993839382123,2.3475614554085737,0.7951107276872892,0.748297370514873,0.7951107276872892,1.3889830668790788,1.4535553547926998,0.8668603875984858,1.0319305366785496,1.0319305366785496
mr,True,10,8,25,3.1605535754606278,3.509164633539995,1.9672557481652382,1.5476247630089786,1.0223970410422973,1.247364878048352,1.3081189304143264,2.228240644592337,1.6663238184013267,1.5583896055695414,1.656389742822656,1.8024222843119653
mr,True,10,8,73,3.1605535754606278,3.509164633539995,2.4674676907959094,1.719948008946435,0.4901033366993065,0.6230864270566928,0.7395496907791994,0.9396646348199941,1.7421787776926907,0.4901033366993065,0.6391368113927771,0.6391368113927771
mr,True,10,9,25,5.04807702018194,4.729688586720088,3.204595791389573,2.4350231304845966,0.9586100040056975,0.3515853882401898,1.616706016609891,0.8881707804174479,1.308506593074641,1.6551901889428053,1.843817907708303,2.106220995399293
mr,True,10,9,73,5.048077020181954,4.729688586720102,3.1910646845200827,2.129834912767575,0.41299409284941385,0.21533023250650932,0.4096433416513879,0.635637178299745,2.293648867405122,0.7763058540153234,0.7095349271863308,0.6237515292815785
mr,True,10,10,25,4.589582073172321,4.627555446601251,2.76888327154137,2.9301903583186912,1.6330269619333242,1.3973667367942535,1.2154793407226245,2.8969208122829517,3.109576667364534,1.32888626901988,1.3011221304890928,1.8210418127462311
